Receipt no,Location,Customer name,Session id,Sale date,Status,Ordertype name,Token number,Product name,Product Category,Cost Per Unit,Selling Per Unit,Quantity
BL49,Chennai,Kumar,28,08/05/2019,Ordered,On Shop,0,Wallet,Accessories,700,900,1
BL50,Hyderabad,Vijay,28,08/05/2019,Ordered,On Shop,0,Shirt  PE,Semi Formal,600,800,1
BL50,Hyderabad,Sunil,28,08/05/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL50,Hyderabad,Naga,28,08/05/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL50,Chennai,Mahesh,28,08/05/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL51,Hyderabad,Ganesh,28,08/05/2019,Ordered,On Shop,0,shirt,Formal,650,850,1
BL51,Chennai,Kumar,28,08/05/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL52,Chennai,Vijay,28,08/05/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL52,Chennai,Sunil,28,08/05/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL53,Chennai,Naga,28,08/05/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL53,Bangalore,Rajiv,28,08/05/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL53,Bangalore,Mahesh,28,08/05/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL53,Bangalore,Naga,28,08/05/2019,Ordered,On Shop,0,Wallet,Accessories,700,900,1
BL54,Bangalore,Mahesh,28,08/05/2019,Ordered,On Shop,0,Wallet,Accessories,600,800,1
BL54,Chennai,Ganesh,28,08/05/2019,Ordered,On Shop,0,Shirt  PE,Semi Formal,600,800,1
BL55,Hyderabad,Kumar,28,08/05/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL56,Bangalore,Vijay,28,08/05/2019,Ordered,On Shop,0,Wallet,Accessories,300,500,1
BL57,Chennai,Sunil,28,08/05/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL58,Chennai,Naga,28,08/05/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL58,Bangalore,Mahesh,28,08/05/2019,Ordered,On Shop,0,Wallet,Accessories,300,500,1
BL59,Hyderabad,Ganesh,28,08/05/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL59,Chennai,Kumar,28,08/05/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL60,Hyderabad,Vijay,28,08/05/2019,Ordered,On Shop,0,Wallet,Accessories,300,500,1
BL81,Bangalore,Sunil,28,09/05/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL81,Hyderabad,Naga,28,09/05/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL82,Hyderabad,Rajiv,28,09/05/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL83,Chennai,Mahesh,28,09/05/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL83,Chennai,Naga,28,09/05/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL83,Chennai,Mahesh,28,09/05/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL83,Hyderabad,Ganesh,28,09/05/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL84,Bangalore,Kumar,28,09/05/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL85,Bangalore,Vijay,28,09/05/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL85,Hyderabad,Sunil,28,09/05/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL86,Bangalore,Naga,28,09/05/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL86,Chennai,Mahesh,28,09/05/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL87,Chennai,Ganesh,28,09/05/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL88,Bangalore,Kumar,28,09/05/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL89,Bangalore,Vijay,28,09/05/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL91,Bangalore,Sunil,28,09/05/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL92,Chennai,Naga,28,09/05/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL93,Bangalore,Rajiv,28,09/05/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL94,Bangalore,Mahesh,28,09/05/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL94,Hyderabad,Naga,28,09/05/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL94,Bangalore,Mahesh,28,09/05/2019,Ordered,On Shop,0,Chain,Accessories,400,600,1
BL94,Chennai,Ganesh,28,09/05/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL94,Chennai,Kumar,28,09/05/2019,Ordered,On Shop,0,Chain,Accessories,400,600,1
BL94,Chennai,Vijay,28,09/05/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL94,Bangalore,Sunil,28,09/05/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,3
BL95,Hyderabad,Naga,28,09/05/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL95,Chennai,Mahesh,28,09/05/2019,Ordered,On Shop,0,shirt,Formal,650,850,1
BL95,Chennai,Ganesh,28,09/05/2019,Ordered,On Shop,0,Shirt  Arrow,Formal,1000,1200,1
BL95,Bangalore,Kumar,28,09/05/2019,Ordered,On Shop,0,Shirt  PE,Semi Formal,600,800,1
BL95,Hyderabad,Vijay,28,09/05/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL95,Hyderabad,Sunil,28,09/05/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL95,Chennai,Naga,28,09/05/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL96,Hyderabad,Rajiv,28,09/05/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL97,Chennai,Mahesh,28,09/05/2019,Ordered,On Shop,0,Wallet,Accessories,700,900,1
BL97,Hyderabad,Naga,28,09/05/2019,Ordered,On Shop,0,Wallet,Accessories,300,500,1
BL98,Bangalore,Mahesh,28,09/05/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL98,Hyderabad,Ganesh,28,09/05/2019,Ordered,On Shop,0,Chain,Accessories,400,600,1
BL99,Chennai,Kumar,28,09/05/2019,Ordered,On Shop,0,shirt,Formal,650,850,1
BL99,Chennai,Vijay,28,09/05/2019,Ordered,On Shop,0,Shirt  PE,Semi Formal,600,800,1
BL100,Bangalore,Sunil,28,09/05/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL100,Hyderabad,Naga,28,09/05/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL101,Chennai,Mahesh,28,10/05/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL101,Bangalore,Ganesh,28,10/05/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL102,Hyderabad,Kumar,28,10/05/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL102,Bangalore,Vijay,28,10/05/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL103,Chennai,Sunil,28,10/05/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL104,Hyderabad,Naga,28,10/05/2019,Ordered,On Shop,0,shirt,Formal,650,850,1
BL105,Hyderabad,Rajiv,28,10/05/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL106,Bangalore,Mahesh,28,10/05/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL106,Bangalore,Naga,28,10/05/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL106,Bangalore,Mahesh,28,10/05/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL106,Bangalore,Ganesh,28,10/05/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL107,Hyderabad,Kumar,28,10/05/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL107,Hyderabad,Vijay,28,10/05/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL107,Bangalore,Sunil,28,10/05/2019,Ordered,On Shop,0,Shirt  Arrow,Formal,1000,1200,1
BL108,Chennai,Naga,28,10/05/2019,Ordered,On Shop,0,Chain,Accessories,400,600,1
BL108,Chennai,Mahesh,28,10/05/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL108,Hyderabad,Ganesh,28,10/05/2019,Ordered,On Shop,0,Wallet,Accessories,300,500,1
BL109,Bangalore,Kumar,28,10/05/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL110,Hyderabad,Vijay,28,10/05/2019,Ordered,On Shop,0,shirt,Formal,650,850,1
BL110,Hyderabad,Sunil,28,10/05/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL110,Chennai,Naga,28,10/05/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL110,Hyderabad,Rajiv,28,10/05/2019,Ordered,On Shop,0,Wallet,Accessories,300,500,1
BL110,Hyderabad,Mahesh,28,10/05/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL110,Hyderabad,Naga,28,10/05/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL110,Chennai,Mahesh,28,10/05/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL111,Bangalore,Ganesh,28,10/05/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL111,Hyderabad,Kumar,28,10/05/2019,Ordered,On Shop,0,Wallet,Accessories,300,500,1
BL112,Bangalore,Vijay,28,10/05/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL113,Hyderabad,Sunil,28,10/05/2019,Ordered,On Shop,0,Shirt  PE,Semi Formal,600,800,1
BL114,Chennai,Naga,28,10/05/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL114,Bangalore,Mahesh,28,10/05/2019,Ordered,On Shop,0,Chain,Accessories,400,600,1
BL76,Bangalore,Ganesh,28,08/06/2019,Ordered,On Shop,0,Chain,Accessories,400,600,1
BL76,Bangalore,Kumar,28,08/06/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL77,Bangalore,Vijay,28,09/06/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL78,Bangalore,Sunil,28,09/06/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL79,Bangalore,Naga,28,09/06/2019,Ordered,On Shop,0,Chain,Accessories,400,600,1
BL79,Bangalore,Rajiv,28,09/06/2019,Ordered,On Shop,0,shirt,Formal,650,850,1
BL80,Bangalore,Mahesh,28,09/06/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL80,Chennai,Naga,28,09/06/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL81,Bangalore,Mahesh,28,09/06/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL81,Chennai,Ganesh,28,09/06/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL82,Chennai,Kumar,28,09/06/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL83,Bangalore,Vijay,28,09/06/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL83,Bangalore,Sunil,28,09/06/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL83,Hyderabad,Naga,28,09/06/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL83,Hyderabad,Mahesh,28,09/06/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL84,Chennai,Ganesh,28,09/06/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL85,Chennai,Kumar,28,09/06/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL85,Bangalore,Vijay,28,09/06/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL86,Bangalore,Sunil,28,09/06/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL86,Bangalore,Naga,28,09/06/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL87,Bangalore,Rajiv,28,09/06/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL88,Bangalore,Mahesh,28,09/06/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL89,Chennai,Naga,28,09/06/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL91,Chennai,Mahesh,28,09/06/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL92,Hyderabad,Ganesh,28,09/06/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL93,Bangalore,Kumar,28,09/06/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL94,Bangalore,Vijay,28,09/06/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL94,Hyderabad,Sunil,28,09/06/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL94,Bangalore,Naga,28,09/06/2019,Ordered,On Shop,0,Chain,Accessories,400,600,1
BL94,Bangalore,Mahesh,28,09/06/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL94,Bangalore,Ganesh,28,09/06/2019,Ordered,On Shop,0,Chain,Accessories,400,600,1
BL94,Hyderabad,Kumar,28,09/06/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL94,Hyderabad,Vijay,28,09/06/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,3
BL95,Chennai,Sunil,28,09/06/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL95,Chennai,Naga,28,09/06/2019,Ordered,On Shop,0,shirt,Formal,650,850,1
BL95,Hyderabad,Rajiv,28,09/06/2019,Ordered,On Shop,0,Shirt  Arrow,Formal,1000,1200,1
BL95,Bangalore,Mahesh,28,09/06/2019,Ordered,On Shop,0,Shirt  PE,Semi Formal,600,800,1
BL95,Bangalore,Naga,28,09/06/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL95,Hyderabad,Mahesh,28,09/06/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL95,Chennai,Ganesh,28,09/06/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL96,Chennai,Kumar,28,09/06/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL97,Chennai,Vijay,28,09/06/2019,Ordered,On Shop,0,Wallet,Accessories,700,900,1
BL97,Bangalore,Sunil,28,09/06/2019,Ordered,On Shop,0,Wallet,Accessories,300,500,1
BL98,Hyderabad,Naga,28,09/06/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL98,Bangalore,Mahesh,28,09/06/2019,Ordered,On Shop,0,Chain,Accessories,400,600,1
BL99,Hyderabad,Ganesh,28,09/06/2019,Ordered,On Shop,0,shirt,Formal,650,850,1
BL99,Chennai,Kumar,28,09/06/2019,Ordered,On Shop,0,Shirt  PE,Semi Formal,600,800,1
BL100,Bangalore,Vijay,28,09/06/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL100,Bangalore,Sunil,28,09/06/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL101,Hyderabad,Naga,28,10/06/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL101,Chennai,Rajiv,28,10/06/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL108,Hyderabad,Mahesh,28,10/06/2019,Ordered,Online Order,0,Chain,Accessories,400,600,1
BL108,Bangalore,Naga,28,10/06/2019,Ordered,Online Order,0,Jeans  Levis,Casual Wear,900,1100,1
BL108,Chennai,Mahesh,28,10/06/2019,Ordered,Online Order,0,Wallet,Accessories,300,500,1
BL109,Chennai,Ganesh,28,10/06/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL110,Hyderabad,Kumar,28,10/06/2019,Ordered,On Shop,0,shirt,Formal,650,850,1
BL110,Bangalore,Vijay,28,10/06/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL110,Hyderabad,Sunil,28,10/06/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL110,Chennai,Naga,28,10/06/2019,Ordered,On Shop,0,Wallet,Accessories,300,500,1
BL110,Bangalore,Mahesh,28,10/06/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL11,Chennai,Ganesh,28,06/09/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL11,Chennai,Kumar,28,06/09/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL12,Hyderabad,Vijay,28,06/09/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL12,Chennai,Sunil,28,06/09/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL12,Hyderabad,Naga,28,06/09/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL12,Chennai,Rajiv,28,06/09/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL13,Bangalore,Mahesh,28,06/09/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL13,Bangalore,Naga,28,06/09/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL13,Bangalore,Mahesh,28,06/09/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL13,Hyderabad,Ganesh,28,06/09/2019,Ordered,Online Order,0,Jeans  Denim,Casual Wear,700,900,1
BL13,Bangalore,Kumar,28,06/09/2019,Ordered,Online Order,0,Jeans  Denim,Casual Wear,700,900,1
BL14,Hyderabad,Vijay,28,06/09/2019,Ordered,Online Order,0,Jeans  Denim,Casual Wear,700,900,1
BL14,Chennai,Sunil,28,06/09/2019,Ordered,Online Order,0,Jeans  Denim,Casual Wear,700,900,1
BL14,Hyderabad,Naga,28,06/09/2019,Ordered,Online Order,0,Jeans  Levis,Casual Wear,900,1100,1
BL15,Bangalore,Mahesh,28,06/09/2019,Ordered,Online Order,0,Jeans  Denim,Casual Wear,700,900,1
BL15,Chennai,Ganesh,28,06/09/2019,Ordered,Online Order,0,Jeans  Levis,Casual Wear,900,1100,1
LN7,Bangalore,Kumar,28,06/09/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
LN8,Hyderabad,Vijay,28,06/09/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
LN9,Hyderabad,Sunil,28,06/09/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
LN10,Chennai,Naga,28,06/09/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
LN10,Hyderabad,Rajiv,28,06/09/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
LN11,Chennai,Mahesh,28,06/09/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
LN12,Hyderabad,Naga,28,06/09/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
LN12,Hyderabad,Mahesh,28,06/09/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
LN12,Chennai,Ganesh,28,06/09/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
LN12,Chennai,Kumar,28,06/09/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
LN12,Bangalore,Vijay,28,06/09/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
LN13,Hyderabad,Sunil,28,06/09/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
LN14,Hyderabad,Naga,28,06/09/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
LN14,Bangalore,Mahesh,28,06/09/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
LN14,Hyderabad,Ganesh,28,06/09/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
LN15,Bangalore,Kumar,28,06/09/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
LN15,Bangalore,Vijay,28,06/09/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
LN15,Chennai,Sunil,28,06/09/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
LN16,Chennai,Naga,28,06/09/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
LN16,Bangalore,Rajiv,28,06/09/2019,Ordered,On Shop,0,Shirt  PE,Semi Formal,600,800,1
LN17,Bangalore,Mahesh,28,06/09/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
LN17,Bangalore,Naga,28,06/09/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
LN17,Chennai,Mahesh,28,06/09/2019,Ordered,On Shop,0,Shirt  PE,Semi Formal,600,800,1
LN17,Chennai,Ganesh,28,06/09/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
LN17,Bangalore,Kumar,28,06/09/2019,Ordered,On Shop,0,Shirt  PE,Semi Formal,600,800,1
LN17,Bangalore,Vijay,28,06/09/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
LN17,Bangalore,Sunil,28,06/09/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
LN17,Chennai,Naga,28,06/09/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
LN18,Chennai,Mahesh,28,06/09/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
LN18,Chennai,Ganesh,28,06/09/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
LN19,Chennai,Kumar,28,06/09/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
LN19,Bangalore,Vijay,28,06/09/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
LN19,Bangalore,Sunil,28,06/09/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
LN20,Chennai,Naga,28,06/09/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
LN20,Hyderabad,Rajiv,28,06/09/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
LN20,Chennai,Mahesh,28,06/09/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
LN21,Bangalore,Naga,28,06/09/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
LN22,Chennai,Mahesh,28,06/09/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,3
LN23,Bangalore,Ganesh,28,06/09/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
LN23,Bangalore,Kumar,28,06/09/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
LN24,Hyderabad,Vijay,28,06/09/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
LN24,Bangalore,Sunil,28,06/09/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
LN24,Chennai,Naga,28,06/09/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
LN25,Hyderabad,Mahesh,28,06/09/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,3
LN26,Bangalore,Ganesh,28,06/09/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
LN26,Chennai,Kumar,28,06/09/2019,Ordered,On Shop,0,Shirt  PE,Semi Formal,600,800,1
LN27,Bangalore,Vijay,28,06/09/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
LN27,Chennai,Sunil,28,06/09/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
LN27,Bangalore,Naga,28,06/09/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL22,Hyderabad,Rajiv,28,07/09/2019,Ordered,On Shop,0,Shirt  PE,Semi Formal,600,800,1
BL22,Chennai,Mahesh,28,07/09/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL23,Chennai,Naga,28,07/09/2019,Ordered,On Shop,0,shirt,Formal,650,850,1
BL24,Chennai,Mahesh,28,07/09/2019,Ordered,On Shop,0,shirt,Formal,650,850,1
BL24,Bangalore,Ganesh,28,07/09/2019,Ordered,On Shop,0,shirt,Formal,650,850,1
BL24,Bangalore,Kumar,28,07/09/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL24,Hyderabad,Vijay,28,07/09/2019,Ordered,On Shop,0,shirt,Formal,650,850,1
BL25,Bangalore,Sunil,28,07/09/2019,Ordered,On Shop,0,shirt,Formal,650,850,1
BL25,Chennai,Naga,28,07/09/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL26,Chennai,Mahesh,28,07/09/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL26,Chennai,Ganesh,28,07/09/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL26,Hyderabad,Kumar,28,07/09/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL27,Bangalore,Vijay,28,07/09/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL28,Hyderabad,Sunil,28,07/09/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL28,Hyderabad,Naga,28,07/09/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL28,Chennai,Rajiv,28,07/09/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL29,Bangalore,Mahesh,28,07/09/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL29,Chennai,Naga,28,07/09/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL30,Hyderabad,Mahesh,28,07/09/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL31,Chennai,Ganesh,28,07/09/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL32,Chennai,Kumar,28,07/09/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL33,Chennai,Vijay,28,07/09/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL33,Bangalore,Sunil,28,07/09/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL33,Bangalore,Naga,28,07/09/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL34,Hyderabad,Mahesh,28,07/09/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL34,Hyderabad,Ganesh,28,07/09/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
